word,shapley,category,path,pronoun,particles,misspelling,label_0,score_0,label_1,score_1,label_2,score_2,label_3,score_3,label_4,score_4,label_5,score_5,label_6,score_6,label_7,score_7,label_8,score_8,label_9,score_9,label_10,score_10,label_11,score_11,common,common_w_cutoff,avg,avg_w_cutoff
พี่,0.006507011382685353,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,2.0,2.0,1.6,1.6
ฉัน,0.0061003504088148475,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,True,False,True,,,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,สนิทกันมาก (Intimate),2.0,ไม่รู้จักกัน (Unfamiliar),-1.0,สนิทกันมาก (Intimate),2.0,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,สนิทกันมาก (Intimate),2.0,,,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,-1.0,-1.0,-0.1,-0.1
แขน,0.005599949858151376,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
พรุ่ง,0.005452267650980502,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,,,,,,,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,,,สนิทกันมาก (Intimate),2.0,,,สนิทกัน (Close),1.0,,,2.0,,1.6,
เครียด,0.0051096425158903,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,,,สนิทกัน (Close),1.0,,,สนิทกัน (Close),1.0,,,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,1.0,1.0,1.25,1.25
หนัง,0.0050439005717635155,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
กู้,0.004972613882273436,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,,,ไม่รู้จักกัน (Unfamiliar),-1.0,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,,,ไม่รู้จักกัน (Unfamiliar),-1.0,,,-1.0,-1.0,-1.0,-1.0
อืม,0.0048684379435144365,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,สนิทกัน (Close),1.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกัน (Close),1.0,1.0,,0.1111111111111111,
หนาว,0.004727685325633502,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
โชคดี,0.004658447578549385,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,,,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,สนิทกัน (Close),1.0,1.0,,0.2,
เอา,0.0046462346650532615,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,,,2.0,,2.0,
ฟรี,0.004611563781509176,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,,,-1.0,,-1.0,
เล่น,0.004595086676999927,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,,,2.0,,2.0,
เหนื่อย,0.004521429538726807,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,,,,,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,,,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,2.0,,1.5,
อุปสรรค,0.004127866122871637,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,,,,,,,,,,,,,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,-1.0,,-1.0,
เปน,0.004088564484845847,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,2.0,2.0
ใคร,0.003834579372778535,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,True,False,False,,,,,,,,,,,,,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,สนิทกัน (Close),1.0,,,1.0,,1.0,
ใส่ใจ,0.0037728759925812483,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,,,,,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,2.0,,1.5,
ผัดไทย,0.003664500223329434,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ลง,0.0036390196528373053,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,แค่คนรู้จักกัน (acquainted),0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
แนน,0.003587533996868779,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,1.75,1.75
น้อย,0.0033936919644474983,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
นะ,0.003275122287017247,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,True,False,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,,,,,,,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,,,,,,,2.0,,1.3333333333333333,
อะ,0.0031554669929811587,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,,,,,2.0,,1.8,
ไป,0.003067061152597446,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เหรอ,0.00293710152618587,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,True,True,,,,,สนิทกัน (Close),1.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกัน (Close),1.0,0.0,,0.0,
นัด,0.0029295737206536743,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,1.6363636363636365,1.6363636363636365
นาย,0.002654182957485318,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,True,False,False,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,แค่คนรู้จักกัน (acquainted),0.0,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,แค่คนรู้จักกัน (acquainted),0.0,-1.0,-1.0,-0.8181818181818182,-0.8181818181818182
เชียงใหม่,0.0026412217994220555,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
มา,0.0022762608302097456,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,สนิทกัน (Close),1.0,,,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,1.0,1.0,1.0,1.0
นี่,0.0022645867859548024,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,True,False,False,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,2.0,2.0,2.0,2.0
555,0.0021474651875905693,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,,,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,,,,,2.0,,1.6,
กำลัง,0.002022303824778646,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกัน (Close),1.0,,,,,,,,,,,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,สนิทกัน (Close),1.0,,,1.0,,1.0,
เป็นหวัด,0.002021685184445232,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกันมาก (Intimate),2.0,ไม่รู้จักกัน (Unfamiliar),-1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,,,แค่คนรู้จักกัน (acquainted),0.0,สนิทกัน (Close),1.0,2.0,,0.7777777777777778,
จะ,0.001929750161555906,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,
นะคะ,0.0019038827954460658,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,True,False,แค่คนรู้จักกัน (acquainted),0.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,แค่คนรู้จักกัน (acquainted),0.0,,,แค่คนรู้จักกัน (acquainted),0.0,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,แค่คนรู้จักกัน (acquainted),0.0,,,ไม่รู้จักกัน (Unfamiliar),-1.0,สนิทกัน (Close),1.0,1.0,,0.0,
ครับ,0.0018932623687952417,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,True,False,,,,,แค่คนรู้จักกัน (acquainted),0.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,,,,,แค่คนรู้จักกัน (acquainted),0.0,0.0,,1.0,
แย่,0.0018705533002503216,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,-2.0,,-2.0,
คิว,0.0018658350454643369,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,แค่คนรู้จักกัน (acquainted),0.0,,,,,,,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,,,,,,,0.0,,0.25,
ได้,0.0018245470230474731,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
แถม,0.001746151057886891,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,ไม่รู้จักกัน (Unfamiliar),-1.0,,,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,,,ไม่รู้จักกัน (Unfamiliar),-1.0,,,-1.0,-1.0,-0.7142857142857143,-0.7142857142857143
ที่,0.0015893914366627126,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
แบคทีเรีย,0.0014924005988766165,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ช่าย,0.0014501581767753955,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,2.0,2.0,1.7777777777777777,1.7777777777777777
ว้าว,0.0013850749830952754,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,,,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,,,2.0,,1.5,
เรา,0.0013794561848044396,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,True,False,True,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,2.0,,1.1818181818181819,
สิ,0.0013619472738355398,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,,,แค่คนรู้จักกัน (acquainted),0.0,สนิทกัน (Close),1.0,1.0,,1.0,
เส้น,0.001241496589500457,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยัง,0.0011722079361788929,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,
เลย,0.001156431730850978,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,True,True,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,
อ่อ,0.0011276122158727585,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,2.0,2.0,1.5,1.5
รายได้,0.0010398186277598143,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,,,-1.0,,-1.0,
ย่า,0.0010361445602029562,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,,,สนิทกัน (Close),1.0,,,1.0,,1.4285714285714286,
พัน,0.0010148536069512677,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
จริง,0.0010113020405350696,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,,,,,,,,,,,,,สนิทกัน (Close),1.0,1.0,,1.0,
ไว้,0.0009974139332674288,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เล็ก,0.0009962525218725204,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
วันนี้,0.0009728494324008352,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,,,,,แค่คนรู้จักกัน (acquainted),0.0,,,0.0,,0.0,
ใน,0.0009377629030495882,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
นุ่ม,0.0008897858206182718,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
จัง,0.000801730842795223,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,,,,,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,,,,,แค่คนรู้จักกัน (acquainted),0.0,,,0.0,,0.75,
นึง,0.0007672181818634272,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,,,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,,,,,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,1.0,,1.1666666666666667,
นิค,0.0007538513746112585,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,,,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,,1.2222222222222223,
ไห,0.0007443311624228954,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ใช่,0.0007269887634866693,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,สนิทกัน (Close),1.0,,,สนิทกัน (Close),1.0,,,,,,,,,,,,,สนิทกัน (Close),1.0,1.0,,1.0,
เกิน,0.000720424868632108,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,,,2.0,,2.0,
บี,0.0007005883671808988,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,แค่คนรู้จักกัน (acquainted),0.0,,,แค่คนรู้จักกัน (acquainted),0.0,,,,,แค่คนรู้จักกัน (acquainted),0.0,,,,,,,0.0,,0.0,
เขา,0.0006930145900696516,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,True,False,False,,,,,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,,,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,,,,,สนิทกัน (Close),1.0,1.0,,1.5,
ลำบาก,0.0006444097962230444,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,,,,,,,,,,,สนิทกัน (Close),1.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,,,สนิทกัน (Close),1.0,,,1.0,,0.0,
เพลง,0.0006381260463967919,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไหน,0.0006020103302338005,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,,,,,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,สนิทกัน (Close),1.0,,,1.0,,1.0,
หรือ,0.0005959830596111715,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,,,,,สนิทกัน (Close),1.0,,,,,,,สนิทกัน (Close),1.0,,,1.0,,1.0,
เกาะ,0.0005490861367434263,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ปีก่อน,0.0005089639453217387,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,สนิทกัน (Close),1.0,,,1.0,,1.0,
อ้อ,0.0004837677115574479,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,1.0,1.0,1.2727272727272727,1.2727272727272727
ปรุงรส,0.00042376184137538075,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,,,,,,,,,,,,,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,,,0.0,,-0.5,
อ๋อ,0.0004191286861896515,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,,,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,0.0,,0.7777777777777778,
เปียโน,0.0004074581665918231,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เคย,0.00040225934935733676,3. Don't know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,,,สนิทกัน (Close),1.0,,,1.0,,1.4285714285714286,
